iteration	J-0	J-1	J-2	J-3	J-4	J-5	J-6	J-7	J-8	J-9	J-10	J-11	J-12	J-13	J-14	J-15	J-16	J-17	Sensor
133	0.377921	1.74984	-0.512088	-0.415401	1.84058	-0.539595	0.377921	1.74984	-0.512088	-0.415401	1.84058	-0.539595	0.377921	1.74984	-0.512088	-0.415401	1.84058	-0.539595	0
134	0.386855	1.75463	-0.510097	-0.420686	1.82639	-0.548353	0.386855	1.75463	-0.510097	-0.420686	1.82639	-0.548353	0.386855	1.75463	-0.510097	-0.420686	1.82639	-0.548353	0
135	0.394963	1.76068	-0.507825	-0.425087	1.81256	-0.556338	0.394963	1.76068	-0.507825	-0.425087	1.81256	-0.556338	0.394963	1.76068	-0.507825	-0.425087	1.81256	-0.556338	0
136	0.402167	1.76805	-0.505363	-0.428486	1.79926	-0.563431	0.402167	1.76805	-0.505363	-0.428486	1.79926	-0.563431	0.402167	1.76805	-0.505363	-0.428486	1.79926	-0.563431	0
137	0.408387	1.77677	-0.502812	-0.430775	1.78667	-0.569529	0.408387	1.77677	-0.502812	-0.430775	1.78667	-0.569529	0.408387	1.77677	-0.502812	-0.430775	1.78667	-0.569529	0
138	0.41354	1.78682	-0.500273	-0.431858	1.77495	-0.574555	0.41354	1.78682	-0.500273	-0.431858	1.77495	-0.574555	0.41354	1.78682	-0.500273	-0.431858	1.77495	-0.574555	0
139	0.417545	1.79818	-0.497849	-0.431656	1.76426	-0.578453	0.417545	1.79818	-0.497849	-0.431656	1.76426	-0.578453	0.417545	1.79818	-0.497849	-0.431656	1.76426	-0.578453	0
140	0.420326	1.81079	-0.495638	-0.430112	1.75473	-0.581197	0.420326	1.81079	-0.495638	-0.430112	1.75473	-0.581197	0.420326	1.81079	-0.495638	-0.430112	1.75473	-0.581197	0
141	0.421813	1.82455	-0.493727	-0.427195	1.74647	-0.582788	0.421813	1.82455	-0.493727	-0.427195	1.74647	-0.582788	0.421813	1.82455	-0.493727	-0.427195	1.74647	-0.582788	0
142	0.421947	1.83933	-0.492188	-0.422898	1.73956	-0.583252	0.421947	1.83933	-0.492188	-0.422898	1.73956	-0.583252	0.421947	1.83933	-0.492188	-0.422898	1.73956	-0.583252	0
143	0.420682	1.85496	-0.491078	-0.417244	1.73402	-0.582641	0.420682	1.85496	-0.491078	-0.417244	1.73402	-0.582641	0.420682	1.85496	-0.491078	-0.417244	1.73402	-0.582641	0
144	0.417985	1.87125	-0.490432	-0.410284	1.72986	-0.581031	0.417985	1.87125	-0.490432	-0.410284	1.72986	-0.581031	0.417985	1.87125	-0.490432	-0.410284	1.72986	-0.581031	0
145	0.413841	1.888	-0.490268	-0.402092	1.72704	-0.578515	0.413841	1.888	-0.490268	-0.402092	1.72704	-0.578515	0.413841	1.888	-0.490268	-0.402092	1.72704	-0.578515	0
146	0.40825	1.90499	-0.490581	-0.392765	1.7255	-0.575197	0.40825	1.90499	-0.490581	-0.392765	1.7255	-0.575197	0.40825	1.90499	-0.490581	-0.392765	1.7255	-0.575197	0
147	0.401226	1.92201	-0.491346	-0.382419	1.72514	-0.571193	0.401226	1.92201	-0.491346	-0.382419	1.72514	-0.571193	0.401226	1.92201	-0.491346	-0.382419	1.72514	-0.571193	0
148	0.3928	1.93886	-0.492524	-0.371181	1.72587	-0.566622	0.3928	1.93886	-0.492524	-0.371181	1.72587	-0.566622	0.3928	1.93886	-0.492524	-0.371181	1.72587	-0.566622	0
149	0.383014	1.95535	-0.49406	-0.359187	1.72756	-0.5616	0.383014	1.95535	-0.49406	-0.359187	1.72756	-0.5616	0.383014	1.95535	-0.49406	-0.359187	1.72756	-0.5616	0
150	0.371922	1.97131	-0.495887	-0.346572	1.7301	-0.556239	0.371922	1.97131	-0.495887	-0.346572	1.7301	-0.556239	0.371922	1.97131	-0.495887	-0.346572	1.7301	-0.556239	0
151	0.359583	1.98662	-0.497931	-0.333469	1.73334	-0.550644	0.359583	1.98662	-0.497931	-0.333469	1.73334	-0.550644	0.359583	1.98662	-0.497931	-0.333469	1.73334	-0.550644	0
152	0.346063	2.00118	-0.500113	-0.320003	1.73719	-0.544904	0.346063	2.00118	-0.500113	-0.320003	1.73719	-0.544904	0.346063	2.00118	-0.500113	-0.320003	1.73719	-0.544904	0
153	0.331428	2.01489	-0.50235	-0.306288	1.74151	-0.539101	0.331428	2.01489	-0.50235	-0.306288	1.74151	-0.539101	0.331428	2.01489	-0.50235	-0.306288	1.74151	-0.539101	0
154	0.315745	2.02773	-0.504559	-0.29242	1.74621	-0.533299	0.315745	2.02773	-0.504559	-0.29242	1.74621	-0.533299	0.315745	2.02773	-0.504559	-0.29242	1.74621	-0.533299	0
155	0.299079	2.03966	-0.506655	-0.278482	1.75119	-0.527552	0.299079	2.03966	-0.506655	-0.278482	1.75119	-0.527552	0.299079	2.03966	-0.506655	-0.278482	1.75119	-0.527552	0
156	0.281494	2.05066	-0.508556	-0.264536	1.75634	-0.521897	0.281494	2.05066	-0.508556	-0.264536	1.75634	-0.521897	0.281494	2.05066	-0.508556	-0.264536	1.75634	-0.521897	0
157	0.263047	2.06075	-0.51018	-0.250629	1.7616	-0.516365	0.263047	2.06075	-0.51018	-0.250629	1.7616	-0.516365	0.263047	2.06075	-0.51018	-0.250629	1.7616	-0.516365	0
158	0.243798	2.06993	-0.511449	-0.236787	1.76686	-0.510974	0.243798	2.06993	-0.511449	-0.236787	1.76686	-0.510974	0.243798	2.06993	-0.511449	-0.236787	1.76686	-0.510974	0
159	0.223803	2.0782	-0.512286	-0.223022	1.77206	-0.505736	0.223803	2.0782	-0.512286	-0.223022	1.77206	-0.505736	0.223803	2.0782	-0.512286	-0.223022	1.77206	-0.505736	0
160	0.203118	2.08559	-0.512621	-0.209328	1.77712	-0.500661	0.203118	2.08559	-0.512621	-0.209328	1.77712	-0.500661	0.203118	2.08559	-0.512621	-0.209328	1.77712	-0.500661	0
161	0.181803	2.0921	-0.512384	-0.195686	1.78196	-0.495754	0.181803	2.0921	-0.512384	-0.195686	1.78196	-0.495754	0.181803	2.0921	-0.512384	-0.195686	1.78196	-0.495754	0
162	0.159923	2.09774	-0.511518	-0.182066	1.78653	-0.491024	0.159923	2.09774	-0.511518	-0.182066	1.78653	-0.491024	0.159923	2.09774	-0.511518	-0.182066	1.78653	-0.491024	0
163	0.137549	2.10252	-0.509972	-0.168427	1.79076	-0.486481	0.137549	2.10252	-0.509972	-0.168427	1.79076	-0.486481	0.137549	2.10252	-0.509972	-0.168427	1.79076	-0.486481	0
164	0.114761	2.10646	-0.507705	-0.154719	1.7946	-0.482142	0.114761	2.10646	-0.507705	-0.154719	1.7946	-0.482142	0.114761	2.10646	-0.507705	-0.154719	1.7946	-0.482142	0
165	0.0916489	2.10955	-0.504695	-0.14089	1.79801	-0.47803	0.0916489	2.10955	-0.504695	-0.14089	1.79801	-0.47803	0.0916489	2.10955	-0.504695	-0.14089	1.79801	-0.47803	0
166	0.0683138	2.11182	-0.500933	-0.126881	1.80095	-0.474175	0.0683138	2.11182	-0.500933	-0.126881	1.80095	-0.474175	0.0683138	2.11182	-0.500933	-0.126881	1.80095	-0.474175	0
167	0.0448661	2.11329	-0.496432	-0.112636	1.8034	-0.470615	0.0448661	2.11329	-0.496432	-0.112636	1.8034	-0.470615	0.0448661	2.11329	-0.496432	-0.112636	1.8034	-0.470615	0
168	0.0214257	2.11399	-0.491227	-0.0981017	1.80535	-0.467397	0.0214257	2.11399	-0.491227	-0.0981017	1.80535	-0.467397	0.0214257	2.11399	-0.491227	-0.0981017	1.80535	-0.467397	0
169	-0.00188034	2.11395	-0.485377	-0.0832292	1.80679	-0.464571	-0.00188034	2.11395	-0.485377	-0.0832292	1.80679	-0.464571	-0.00188034	2.11395	-0.485377	-0.0832292	1.80679	-0.464571	0
170	-0.0249208	2.11321	-0.478962	-0.0679799	1.80772	-0.46219	-0.0249208	2.11321	-0.478962	-0.0679799	1.80772	-0.46219	-0.0249208	2.11321	-0.478962	-0.0679799	1.80772	-0.46219	0
171	-0.047564	2.11181	-0.47209	-0.052326	1.80815	-0.460307	-0.047564	2.11181	-0.47209	-0.052326	1.80815	-0.460307	-0.047564	2.11181	-0.47209	-0.052326	1.80815	-0.460307	0
172	-0.0696819	2.10979	-0.464887	-0.0362541	1.8081	-0.458972	-0.0696819	2.10979	-0.464887	-0.0362541	1.8081	-0.458972	-0.0696819	2.10979	-0.464887	-0.0362541	1.8081	-0.458972	0
173	-0.0911546	2.1072	-0.457499	-0.0197662	1.80758	-0.458227	-0.0911546	2.1072	-0.457499	-0.0197662	1.80758	-0.458227	-0.0911546	2.1072	-0.457499	-0.0197662	1.80758	-0.458227	0
174	-0.111875	2.10406	-0.450087	-0.00288097	1.8066	-0.458101	-0.111875	2.10406	-0.450087	-0.00288097	1.8066	-0.458101	-0.111875	2.10406	-0.450087	-0.00288097	1.8066	-0.458101	0
175	-0.131751	2.10042	-0.442819	0.0143661	1.80519	-0.458611	-0.131751	2.10042	-0.442819	0.0143661	1.80519	-0.458611	-0.131751	2.10042	-0.442819	0.0143661	1.80519	-0.458611	0
176	-0.150714	2.09627	-0.435869	0.0319239	1.80334	-0.459757	-0.150714	2.09627	-0.435869	0.0319239	1.80334	-0.459757	-0.150714	2.09627	-0.435869	0.0319239	1.80334	-0.459757	0
177	-0.168713	2.09165	-0.429404	0.0497275	1.80109	-0.461519	-0.168713	2.09165	-0.429404	0.0497275	1.80109	-0.461519	-0.168713	2.09165	-0.429404	0.0497275	1.80109	-0.461519	0
178	-0.185725	2.08654	-0.423586	0.0677012	1.79844	-0.463863	-0.185725	2.08654	-0.423586	0.0677012	1.79844	-0.463863	-0.185725	2.08654	-0.423586	0.0677012	1.79844	-0.463863	0
179	-0.201748	2.08094	-0.418559	0.0857619	1.79542	-0.466733	-0.201748	2.08094	-0.418559	0.0857619	1.79542	-0.466733	-0.201748	2.08094	-0.418559	0.0857619	1.79542	-0.466733	0
180	-0.216803	2.07486	-0.414451	0.103823	1.79205	-0.47006	-0.216803	2.07486	-0.414451	0.103823	1.79205	-0.47006	-0.216803	2.07486	-0.414451	0.103823	1.79205	-0.47006	0
181	-0.230932	2.06826	-0.411366	0.121798	1.78837	-0.473764	-0.230932	2.06826	-0.411366	0.121798	1.78837	-0.473764	-0.230932	2.06826	-0.411366	0.121798	1.78837	-0.473764	0
182	-0.244196	2.06116	-0.409385	0.139606	1.78442	-0.477753	-0.244196	2.06116	-0.409385	0.139606	1.78442	-0.477753	-0.244196	2.06116	-0.409385	0.139606	1.78442	-0.477753	0
183	-0.256667	2.05353	-0.408564	0.157173	1.78026	-0.481931	-0.256667	2.05353	-0.408564	0.157173	1.78026	-0.481931	-0.256667	2.05353	-0.408564	0.157173	1.78026	-0.481931	0.125
184	-0.27576	2.02756	-0.473289	0.174432	1.77594	-0.486199	-0.268428	2.04537	-0.408932	0.196566	1.73372	-0.508686	-0.268428	2.04537	-0.408932	0.174432	1.77594	-0.486199	0.36875
185	-0.302484	1.97959	-0.601212	0.191332	1.77154	-0.49046	-0.279569	2.03669	-0.410498	0.26176	1.64654	-0.55397	-0.279569	2.03669	-0.410498	0.191332	1.77154	-0.49046	0.694063
186	-0.335873	1.91191	-0.773245	0.207829	1.76714	-0.494621	-0.290179	2.02749	-0.413246	0.349526	1.53135	-0.608912	-0.290179	2.02749	-0.413246	0.207829	1.76714	-0.494621	1.06561
187	-0.374569	1.82868	-0.970551	0.223893	1.76281	-0.498592	-0.300346	2.01779	-0.417143	0.454558	1.40066	-0.666145	-0.300346	2.01779	-0.417143	0.223893	1.76281	-0.498592	1.45764
188	-0.417325	1.73404	-1.17887	0.239503	1.75867	-0.502292	-0.31015	2.00758	-0.422138	0.571597	1.26411	-0.72087	-0.31015	2.00758	-0.422138	0.239503	1.75867	-0.502292	1.85351
189	-0.463098	1.63154	-1.38851	0.254644	1.75478	-0.50565	-0.319663	1.99689	-0.428162	0.696106	1.12852	-0.770409	-0.319663	1.99689	-0.428162	0.254644	1.75478	-0.50565	2.24326
190	-0.511022	1.524	-1.59329	0.269308	1.75124	-0.508603	-0.328945	1.98573	-0.435136	0.824352	0.998605	-0.813523	-0.328945	1.98573	-0.435136	0.269308	1.75124	-0.508603	2.62133
191	-0.560352	1.41362	-1.78932	0.283489	1.74815	-0.511097	-0.33804	1.97411	-0.442966	0.953272	0.877662	-0.849866	-0.33804	1.97411	-0.442966	0.283489	1.74815	-0.511097	2.98489
192	-0.610417	1.30212	-1.97428	0.297183	1.74558	-0.513089	-0.346978	1.96204	-0.451549	1.08029	0.768141	-0.879622	-0.346978	1.96204	-0.451549	0.297183	1.74558	-0.513089	3.20772
193	-0.649154	1.21931	-2.08348	0.31038	1.74364	-0.514551	-0.35577	1.94953	-0.460771	1.16971	0.712159	-0.8887	-0.35577	1.94953	-0.460771	0.31038	1.74364	-0.514551	3.29574
194	-0.675452	1.16702	-2.1211	0.323069	1.74241	-0.515462	-0.36441	1.93661	-0.470507	1.21967	0.706623	-0.880651	-0.36441	1.93661	-0.470507	0.323069	1.74241	-0.515462	3.28635
195	-0.691523	1.13886	-2.10741	0.335231	1.74196	-0.515818	-0.372873	1.92329	-0.480625	1.23814	0.73789	-0.861984	-0.372873	1.92329	-0.480625	0.335231	1.74196	-0.515818	3.21533
196	-0.700019	1.1276	-2.06157	0.346837	1.7424	-0.515628	-0.381115	1.9096	-0.490984	1.23402	0.793092	-0.838033	-0.381115	1.9096	-0.490984	0.346837	1.7424	-0.515628	3.109
197	-0.703119	1.12743	-1.99757	0.357853	1.7438	-0.514915	-0.389075	1.89561	-0.501437	1.21442	0.86276	-0.812347	-0.389075	1.89561	-0.501437	0.357853	1.7438	-0.514915	2.98467
198	-0.702383	1.13422	-1.92459	0.368233	1.74626	-0.513717	-0.396677	1.88138	-0.511833	1.18441	0.940609	-0.787053	-0.396677	1.88138	-0.511833	0.368233	1.74626	-0.513717	2.85295
199	-0.698856	1.14523	-1.84826	0.377921	1.74984	-0.512088	-0.403829	1.86698	-0.522016	1.14741	1.02266	-0.763334	-0.403829	1.86698	-0.522016	0.377921	1.74984	-0.512088	2.72003
200	-0.693207	1.15873	-1.77186	0.386855	1.75463	-0.510097	-0.410425	1.85254	-0.531832	1.10565	1.10642	-0.741803	-0.410425	1.85254	-0.531832	0.386855	1.75463	-0.510097	2.58938
201	-0.685864	1.17364	-1.69725	0.394963	1.76068	-0.507825	-0.416355	1.83817	-0.54113	1.06065	1.19032	-0.722745	-0.416355	1.83817	-0.54113	0.394963	1.76068	-0.507825	2.46283
202	-0.677098	1.1893	-1.62546	0.402167	1.76805	-0.505363	-0.421498	1.82403	-0.549766	1.01347	1.27329	-0.706261	-0.421498	1.82403	-0.549766	0.402167	1.76805	-0.505363	2.34127
203	-0.667086	1.20532	-1.557	0.408387	1.77677	-0.502812	-0.425737	1.81028	-0.557608	0.964872	1.35456	-0.692348	-0.425737	1.81028	-0.557608	0.408387	1.77677	-0.502812	2.22506
204	-0.655955	1.22146	-1.4921	0.41354	1.78682	-0.500273	-0.428955	1.79708	-0.564539	0.915496	1.43351	-0.680944	-0.428955	1.79708	-0.564539	0.41354	1.78682	-0.500273	2.11426
205	-0.6438	1.23762	-1.43084	0.417545	1.79818	-0.497849	-0.431046	1.78463	-0.57046	0.865867	1.50965	-0.671949	-0.431046	1.78463	-0.57046	0.417545	1.79818	-0.497849	2.00879
206	-0.630701	1.25373	-1.37318	0.420326	1.81079	-0.495638	-0.431916	1.77307	-0.575298	0.816453	1.58252	-0.665231	-0.431916	1.77307	-0.575298	0.420326	1.81079	-0.495638	1.90848
207	-0.616735	1.26977	-1.31904	0.421813	1.82455	-0.493727	-0.43149	1.76257	-0.579002	0.767672	1.65173	-0.660635	-0.43149	1.76257	-0.579002	0.421813	1.82455	-0.493727	1.81313
208	-0.601976	1.28575	-1.26829	0.421947	1.83933	-0.492188	-0.429716	1.75325	-0.58155	0.719897	1.71693	-0.657985	-0.429716	1.75325	-0.58155	0.421947	1.83933	-0.492188	1.72251
209	-0.586499	1.30167	-1.22078	0.420682	1.85496	-0.491078	-0.426564	1.74522	-0.582947	0.673457	1.77785	-0.657084	-0.426564	1.74522	-0.582947	0.420682	1.85496	-0.491078	1.6364
210	-0.570384	1.31756	-1.17632	0.417985	1.87125	-0.490432	-0.422035	1.73853	-0.583224	0.628628	1.83427	-0.657719	-0.422035	1.73853	-0.583224	0.417985	1.87125	-0.490432	1.67959
211	-0.564775	1.30128	-1.17916	0.413841	1.888	-0.490268	-0.416156	1.73323	-0.582439	0.599446	1.88587	-0.673287	-0.416156	1.73323	-0.582439	0.413841	1.888	-0.490268	1.84562
212	-0.568435	1.25439	-1.22448	0.40825	1.90499	-0.490581	-0.408981	1.7293	-0.580668	0.578686	1.94007	-0.705668	-0.408981	1.7293	-0.580668	0.40825	1.90499	-0.490581	2.09709
213	-0.577661	1.18624	-1.29759	0.401226	1.92201	-0.491346	-0.400589	1.7267	-0.578008	0.557433	2.00176	-0.753251	-0.400589	1.7267	-0.578008	0.401226	1.92201	-0.491346	2.39849
214	-0.589316	1.10556	-1.38567	0.3928	1.93886	-0.492524	-0.391081	1.72537	-0.574566	0.529887	2.0723	-0.813805	-0.391081	1.72537	-0.574566	0.3928	1.93886	-0.492524	2.72387
215	-0.601386	1.01857	-1.48003	0.383014	1.95535	-0.49406	-0.380575	1.7252	-0.570458	0.493477	2.15066	-0.885362	-0.380575	1.7252	-0.570458	0.383014	1.95535	-0.49406	3.05643
216	-0.612806	0.929155	-1.57549	0.371922	1.97131	-0.495887	-0.3692	1.7261	-0.565802	0.447898	2.23463	-0.966376	-0.3692	1.7261	-0.565802	0.371922	1.97131	-0.495887	3.38603
217	-0.623133	0.839519	-1.66925	0.359583	1.98662	-0.497931	-0.35709	1.72795	-0.560715	0.394173	2.32158	-1.05566	-0.35709	1.72795	-0.560715	0.359583	1.98662	-0.497931	3.70696
218	-0.632285	0.750821	-1.75993	0.346063	2.00118	-0.500113	-0.344384	1.73061	-0.555308	0.333981	2.40892	-1.15229	-0.344384	1.73061	-0.555308	0.346063	2.00118	-0.500113	4.01625
219	-0.64034	0.663601	-1.84696	0.331428	2.01489	-0.50235	-0.331211	1.73396	-0.549681	0.269247	2.49432	-1.25551	-0.331211	1.73396	-0.549681	0.331428	2.01489	-0.50235	4.3125
220	-0.64742	0.578076	-1.93013	0.315745	2.02773	-0.504559	-0.317695	1.7379	-0.543926	0.201893	2.57575	-1.36467	-0.317695	1.7379	-0.543926	0.315745	2.02773	-0.504559	4.47029
221	-0.644099	0.528257	-1.96938	0.299079	2.03966	-0.506655	-0.303948	1.74229	-0.538119	0.138205	2.63489	-1.45272	-0.303948	1.74229	-0.538119	0.299079	2.03966	-0.506655	4.49592
222	-0.630955	0.513491	-1.96708	0.281494	2.05066	-0.508556	-0.290063	1.74704	-0.532323	0.0825812	2.66952	-1.51588	-0.290063	1.74704	-0.532323	0.281494	2.05066	-0.508556	4.42692
223	-0.610767	0.52456	-1.93531	0.263047	2.06075	-0.51018	-0.276119	1.75206	-0.526589	0.0364465	2.68325	-1.55785	-0.276119	1.75206	-0.526589	0.263047	2.06075	-0.51018	4.29908
224	-0.586067	0.552374	-1.88536	0.243798	2.06993	-0.511449	-0.262178	1.75724	-0.520953	-0.000644573	2.68088	-1.58374	-0.262178	1.75724	-0.520953	0.243798	2.06993	-0.511449	4.13868
225	-0.558621	0.590137	-1.82539	0.223803	2.0782	-0.512286	-0.24828	1.7625	-0.515443	-0.0299596	2.66668	-1.59792	-0.24828	1.7625	-0.515443	0.223803	2.0782	-0.512286	3.96293
226	-0.529496	0.633315	-1.76066	0.203118	2.08559	-0.512621	-0.234451	1.76776	-0.510078	-0.0529728	2.64398	-1.60361	-0.234451	1.76776	-0.510078	0.203118	2.08559	-0.512621	3.78232
227	-0.499267	0.679072	-1.69432	0.181803	2.0921	-0.512384	-0.220698	1.77294	-0.504867	-0.0710798	2.6152	-1.60303	-0.220698	1.77294	-0.504867	0.181803	2.0921	-0.512384	3.60296
228	-0.468194	0.725698	-1.62817	0.159923	2.09774	-0.511518	-0.207015	1.77796	-0.49982	-0.0854983	2.58206	-1.59762	-0.207015	1.77796	-0.49982	0.159923	2.09774	-0.511518	3.42817
229	-0.436355	0.772184	-1.56318	0.137549	2.10252	-0.509972	-0.193379	1.78276	-0.494943	-0.0972527	2.54582	-1.5883	-0.193379	1.78276	-0.494943	0.137549	2.10252	-0.509972	3.25968
230	-0.403735	0.817936	-1.49984	0.114761	2.10646	-0.507705	-0.179759	1.78728	-0.490243	-0.10719	2.50741	-1.57566	-0.179759	1.78728	-0.490243	0.114761	2.10646	-0.507705	3.09828
231	-0.370279	0.862595	-1.4384	0.0916489	2.10955	-0.504695	-0.166111	1.79145	-0.485734	-0.116004	2.46753	-1.5601	-0.166111	1.79145	-0.485734	0.0916489	2.10955	-0.504695	2.94422
232	-0.335929	0.905934	-1.37896	0.0683138	2.11182	-0.500933	-0.152387	1.79522	-0.481431	-0.124255	2.42676	-1.5419	-0.152387	1.79522	-0.481431	0.0683138	2.11182	-0.500933	2.79747
233	-0.300645	0.947797	-1.3216	0.0448661	2.11329	-0.496432	-0.138531	1.79855	-0.47736	-0.132389	2.38556	-1.52126	-0.138531	1.79855	-0.47736	0.0448661	2.11329	-0.496432	2.65784
234	-0.264416	0.988065	-1.26634	0.0214257	2.11399	-0.491227	-0.124486	1.80141	-0.473552	-0.140747	2.34436	-1.49837	-0.124486	1.80141	-0.473552	0.0214257	2.11399	-0.491227	2.52508
235	-0.227268	1.02664	-1.21324	-0.00188034	2.11395	-0.485377	-0.110196	1.80377	-0.470047	-0.149582	2.30352	-1.47342	-0.110196	1.80377	-0.470047	-0.00188034	2.11395	-0.485377	2.39889
236	-0.189272	1.06345	-1.16236	-0.0249208	2.11321	-0.478962	-0.0956073	1.80563	-0.466891	-0.159061	2.26338	-1.4466	-0.0956073	1.80563	-0.466891	-0.0249208	2.11321	-0.478962	2.27898
237	-0.150541	1.09843	-1.11375	-0.047564	2.11181	-0.47209	-0.0806734	1.80699	-0.464137	-0.16928	2.22424	-1.41812	-0.0806734	1.80699	-0.464137	-0.047564	2.11181	-0.47209	2.16505
238	-0.11123	1.13154	-1.06749	-0.0696819	2.10979	-0.464887	-0.0653571	1.80783	-0.461836	-0.180269	2.18639	-1.38821	-0.0653571	1.80783	-0.461836	-0.0696819	2.10979	-0.464887	2.05681
239	-0.0715337	1.16273	-1.02365	-0.0911546	2.1072	-0.457499	-0.0496329	1.80818	-0.460043	-0.192003	2.15006	-1.3571	-0.0496329	1.80818	-0.460043	-0.0911546	2.1072	-0.457499	1.95397
240	-0.0316808	1.19202	-0.982294	-0.111875	2.10406	-0.450087	-0.0334899	1.80805	-0.458805	-0.20441	2.11546	-1.32507	-0.0334899	1.80805	-0.458805	-0.111875	2.10406	-0.450087	1.85628
241	0.00807338	1.21939	-0.943483	-0.131751	2.10042	-0.442819	-0.0169329	1.80745	-0.458163	-0.217385	2.08275	-1.29237	-0.0169329	1.80745	-0.458163	-0.131751	2.10042	-0.442819	1.76347
242	0.047455	1.2449	-0.907249	-0.150714	2.09627	-0.435869	1.66027e-05	1.8064	-0.458144	-0.230795	2.05205	-1.25929	1.66027e-05	1.8064	-0.458144	-0.150714	2.09627	-0.435869	1.67529
243	0.086182	1.26859	-0.873602	-0.168713	2.09165	-0.429404	0.0173203	1.80491	-0.458762	-0.244495	2.02344	-1.22611	0.0173203	1.80491	-0.458762	-0.168713	2.09165	-0.429404	1.59153
244	0.123974	1.29054	-0.842524	-0.185725	2.08654	-0.423586	0.0349247	1.803	-0.460014	-0.258333	1.99694	-1.19308	0.0349247	1.803	-0.460014	-0.185725	2.08654	-0.423586	1.51195
245	0.160564	1.31085	-0.813971	-0.201748	2.08094	-0.418559	0.0527627	1.80067	-0.461878	-0.272162	1.97252	-1.16048	0.0527627	1.80067	-0.461878	-0.201748	2.08094	-0.418559	1.43636
246	0.195705	1.32964	-0.787865	-0.216803	2.07486	-0.414451	0.0707571	1.79796	-0.464315	-0.285844	1.95014	-1.12854	0.0707571	1.79796	-0.464315	-0.216803	2.07486	-0.414451	1.48954
247	0.24204	1.306	-0.791298	-0.230932	2.06826	-0.411366	0.088824	1.79488	-0.467268	-0.305521	1.91701	-1.16032	0.088824	1.79488	-0.467268	-0.230932	2.06826	-0.411366	1.66506
248	0.304607	1.24132	-0.81991	-0.244196	2.06116	-0.409385	0.106877	1.79146	-0.470665	-0.331691	1.86837	-1.25466	0.106877	1.79146	-0.470665	-0.244196	2.06116	-0.409385	1.92556
249	0.383826	1.14738	-0.863249	-0.256667	2.05353	-0.408564	0.124829	1.78773	-0.474423	-0.363396	1.80426	-1.39382	0.124829	1.78773	-0.474423	-0.256667	2.05353	-0.408564	2.11053
250	0.459112	1.07757	-0.888125	-0.268428	2.04537	-0.408932	0.142601	1.78374	-0.478451	-0.392211	1.74464	-1.49555	0.142601	1.78374	-0.478451	-0.268428	2.04537	-0.408932	2.20032
251	0.523174	1.03928	-0.892614	-0.279569	2.03669	-0.410498	0.16012	1.77954	-0.482651	-0.416304	1.69595	-1.54848	0.16012	1.77954	-0.482651	-0.279569	2.03669	-0.410498	2.2153
252	0.574916	1.02646	-0.882554	-0.290179	2.02749	-0.413246	0.177322	1.7752	-0.486925	-0.436025	1.65859	-1.56229	0.177322	1.7752	-0.486925	-0.290179	2.02749	-0.413246	2.18071
253	0.615639	1.03123	-0.863949	-0.300346	2.01779	-0.417143	0.194156	1.77079	-0.491176	-0.45224	1.6308	-1.54966	0.194156	1.77079	-0.491176	-0.300346	2.01779	-0.417143	2.11659
254	0.647241	1.04721	-0.841165	-0.31015	2.00758	-0.422138	0.210582	1.7664	-0.49531	-0.465775	1.61039	-1.52096	0.210582	1.7664	-0.49531	-0.31015	2.00758	-0.422138	2.03664
255	0.671489	1.07002	-0.816941	-0.319663	1.99689	-0.428162	0.22657	1.7621	-0.499241	-0.47727	1.59544	-1.4834	0.22657	1.7621	-0.499241	-0.319663	1.99689	-0.428162	1.94946
256	0.689807	1.09691	-0.792843	-0.328945	1.98573	-0.435136	0.242101	1.75799	-0.502888	-0.487175	1.58447	-1.4416	0.242101	1.75799	-0.502888	-0.328945	1.98573	-0.435136	1.86016
257	0.703271	1.12627	-0.769686	-0.33804	1.97411	-0.442966	0.257162	1.75416	-0.506182	-0.495799	1.57637	-1.39838	0.257162	1.75416	-0.506182	-0.33804	1.97411	-0.442966	1.77167
258	0.712681	1.15716	-0.747842	-0.346978	1.96204	-0.451549	0.271744	1.75069	-0.50906	-0.503342	1.57035	-1.35536	0.271744	1.75069	-0.50906	-0.346978	1.96204	-0.451549	1.68556
259	0.718631	1.18911	-0.727437	-0.35577	1.94953	-0.460771	0.285844	1.74768	-0.511471	-0.509935	1.56582	-1.31346	0.285844	1.74768	-0.511471	-0.35577	1.94953	-0.460771	1.60263
260	0.72157	1.22186	-0.708468	-0.36441	1.93661	-0.470507	0.299454	1.74521	-0.513376	-0.515661	1.56238	-1.27314	0.299454	1.74521	-0.513376	-0.36441	1.93661	-0.470507	1.52322
261	0.72185	1.2553	-0.690873	-0.372873	1.92329	-0.480625	0.312566	1.74338	-0.514745	-0.520567	1.55971	-1.23464	0.312566	1.74338	-0.514745	-0.372873	1.92329	-0.480625	1.44745
262	0.719754	1.28937	-0.674569	-0.381115	1.9096	-0.490984	0.325167	1.74228	-0.515562	-0.524677	1.55757	-1.19801	0.325167	1.74228	-0.515562	-0.381115	1.9096	-0.490984	1.37528
263	0.715515	1.32403	-0.659469	-0.389075	1.89561	-0.501437	0.337237	1.74198	-0.515825	-0.527994	1.5558	-1.16326	0.337237	1.74198	-0.515825	-0.389075	1.89561	-0.501437	1.30663
